Raiz;Categoria (Nível 1);Subpasta (Nível 2);Subpasta (Nível 3);Subpasta (Nível 4);Caminho Completo;Oportunidade (GB);Pendentes;Total de Arquivos
\\192.168.0.99\Media\;MBA-Empiricus;Módulo 3 - Análise Fundamentalista;Valuation I Modelo de Fluxo de Caixa Descontado - FCD;Valuation I Modelo de Fluxo de Caixa Descontado - FCD - Ruy Hungria;\\192.168.0.99\Media\MBA-Empiricus\Módulo 3 - Análise Fundamentalista\Valuation I Modelo de Fluxo de Caixa Descontado - FCD\Valuation I Modelo de Fluxo de Caixa Descontado - FCD - Ruy Hungria;0,5;3;3
\\192.168.0.99\Media\;Anime-Cartoon;eromanga-sensei;;;\\192.168.0.99\Media\Anime-Cartoon\eromanga-sensei;0,46;2;2
\\192.168.0.99\Media\;Anime-Cartoon;K-On;K-On! (Season 01+02+Movie+OVA+Specials) [BD][Dual Audio][1080p][HEVC 10bit x265][AAC][Eng Sub];[Anime Time] K-On! Specials;\\192.168.0.99\Media\Anime-Cartoon\K-On\K-On! (Season 01+02+Movie+OVA+Specials) [BD][Dual Audio][1080p][HEVC 10bit x265][AAC][Eng Sub]\[Anime Time] K-On! Specials;0,46;7;7
\\192.168.0.99\Media\;MBA-Empiricus;Topicos Especiais;Conversa com Especialista - Lucas Marques;;\\192.168.0.99\Media\MBA-Empiricus\Topicos Especiais\Conversa com Especialista - Lucas Marques;0,43;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Shakugan_no_Shana;;;\\192.168.0.99\Media\Anime-Cartoon\Shakugan_no_Shana;0,41;7;7
\\192.168.0.99\Media\;Anime-Cartoon;Miraculous.Tales.of.Ladybug.and.Cat.Noir;S04;old;\\192.168.0.99\Media\Anime-Cartoon\Miraculous.Tales.of.Ladybug.and.Cat.Noir\S04\old;0,39;1;1
\\192.168.0.99\Media\;Anime-Cartoon;LegendoftheGalacticHeroes-GingaEiyuuDensetsu;LegendoftheGalacticHeroes-GingaEiyuuDensetsu-Gaiden;Arc9-DaiSanJiTiamatKaisenMaeHen-3rdBattleofTiamat;\\192.168.0.99\Media\Anime-Cartoon\LegendoftheGalacticHeroes-GingaEiyuuDensetsu\LegendoftheGalacticHeroes-GingaEiyuuDensetsu-Gaiden\Arc9-DaiSanJiTiamatKaisenMaeHen-3rdBattleofTiamat;0,38;2;2
\\192.168.0.99\Media\;MBA-Empiricus;Módulo 3 - Análise Fundamentalista;Valuation I Modelo de Fluxo de Caixa Descontado - FCD;Valuation I Modelo de Fluxo de Caixa Descontado - FCD - Sérgio Oba;\\192.168.0.99\Media\MBA-Empiricus\Módulo 3 - Análise Fundamentalista\Valuation I Modelo de Fluxo de Caixa Descontado - FCD\Valuation I Modelo de Fluxo de Caixa Descontado - FCD - Sérgio Oba;0,38;1;1
\\192.168.0.99\Media\;Imagens;fotos;ferias;2006;\\192.168.0.99\Media\Imagens\fotos\ferias\2006\2006_05_08;0,35;3;3
\\192.168.0.99\Media\;Imagens;Imagensantigas;photos;2006;\\192.168.0.99\Media\Imagens\Imagensantigas\photos\2006\2006_05_08;0,35;3;3
\\192.168.0.99\Media\;Anime-Cartoon;Accel World;AccelWorldEspecial;;\\192.168.0.99\Media\Anime-Cartoon\Accel World\AccelWorldEspecial;0,35;8;8
\\192.168.0.99\Media\;Anime-Cartoon;Elf Ban Kakyuusei;;;\\192.168.0.99\Media\Anime-Cartoon\Elf Ban Kakyuusei;0,33;4;4
\\192.168.0.99\Media\;Imagens;fotos;ferias;2006;\\192.168.0.99\Media\Imagens\fotos\ferias\2006\2006_05_09;0,32;11;11
\\192.168.0.99\Media\;Imagens;Imagensantigas;photos;2006;\\192.168.0.99\Media\Imagens\Imagensantigas\photos\2006\2006_05_09;0,32;11;11
\\192.168.0.99\Media\;series;Jennieeumgenio;Season 5;SUB;\\192.168.0.99\Media\series\Jennieeumgenio\Season 5\SUB;0,29;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Karakai Jouzu no Takagi-san;S02;12;\\192.168.0.99\Media\Anime-Cartoon\Karakai Jouzu no Takagi-san\S02\12;0,28;1;1
\\192.168.0.99\Media\;Anime-Cartoon;ZeroNoTsukaima;S03;;\\192.168.0.99\Media\Anime-Cartoon\ZeroNoTsukaima\S03;0,28;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Honzuki no Gekokujou_ Seasons_1-2-3+OVA;Honzuki no Gekokujou S2;Extras;\\192.168.0.99\Media\Anime-Cartoon\Honzuki no Gekokujou_ Seasons_1-2-3+OVA\Honzuki no Gekokujou S2\Extras;0,27;2;2
\\192.168.0.99\Media\;MBA-Empiricus;Módulo 3 - Análise Fundamentalista;Valuation I Modelo de Fluxo de Caixa Descontado - FCD;;\\192.168.0.99\Media\MBA-Empiricus\Módulo 3 - Análise Fundamentalista\Valuation I Modelo de Fluxo de Caixa Descontado - FCD;0,27;1;1
\\192.168.0.99\Media\;Imagens;fotosgrecia;;;\\192.168.0.99\Media\Imagens\fotosgrecia;0,27;7;7
\\192.168.0.99\Media\;Anime-Cartoon;[INDEX] 07-Ghost [AV1][Hi10][1080p][FLAC] (English Subbed);Extra;;\\192.168.0.99\Media\Anime-Cartoon\[INDEX] 07-Ghost [AV1][Hi10][1080p][FLAC] (English Subbed)\Extra;0,26;3;3
\\192.168.0.99\Media\;Anime-Cartoon;Miraculous.Tales.of.Ladybug.and.Cat.Noir;;;\\192.168.0.99\Media\Anime-Cartoon\Miraculous.Tales.of.Ladybug.and.Cat.Noir;0,23;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Miraculous.Tales.of.Ladybug.and.Cat.Noir;Miraculous Chibi Zag;;\\192.168.0.99\Media\Anime-Cartoon\Miraculous.Tales.of.Ladybug.and.Cat.Noir\Miraculous Chibi Zag;0,22;7;7
\\192.168.0.99\Media\;Anime-Cartoon;K-On;K-On! (Season 01+02+Movie+OVA+Specials) [BD][Dual Audio][1080p][HEVC 10bit x265][AAC][Eng Sub];[Anime Time] K-On!! (Season 2);\\192.168.0.99\Media\Anime-Cartoon\K-On\K-On! (Season 01+02+Movie+OVA+Specials) [BD][Dual Audio][1080p][HEVC 10bit x265][AAC][Eng Sub]\[Anime Time] K-On!! (Season 2)\NC;0,22;4;4
\\192.168.0.99\Media\;Anime-Cartoon;ZeroNoTsukaima;S03;Extras;\\192.168.0.99\Media\Anime-Cartoon\ZeroNoTsukaima\S03\Extras;0,21;7;7
\\192.168.0.99\Media\;MBA-Empiricus;Módulo 1 - Fundamentos de Economia e Finanças;ResoluçãoTrabalhoMódulo1;;\\192.168.0.99\Media\MBA-Empiricus\Módulo 1 - Fundamentos de Economia e Finanças\ResoluçãoTrabalhoMódulo1;0,21;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Honzuki no Gekokujou_ Seasons_1-2-3+OVA;Honzuki no Gekokujou S1;Extras;\\192.168.0.99\Media\Anime-Cartoon\Honzuki no Gekokujou_ Seasons_1-2-3+OVA\Honzuki no Gekokujou S1\Extras;0,17;2;2
\\192.168.0.99\Media\;MBA-Empiricus;Módulo 3 - Análise Fundamentalista;Limitações dos Modelos;;\\192.168.0.99\Media\MBA-Empiricus\Módulo 3 - Análise Fundamentalista\Limitações dos Modelos;0,17;1;1
\\192.168.0.99\Media\;Anime-Cartoon;K-On;K-On! (Season 01+02+Movie+OVA+Specials) [BD][Dual Audio][1080p][HEVC 10bit x265][AAC][Eng Sub];[Anime Time] K-On!! Specials (Season 2);\\192.168.0.99\Media\Anime-Cartoon\K-On\K-On! (Season 01+02+Movie+OVA+Specials) [BD][Dual Audio][1080p][HEVC 10bit x265][AAC][Eng Sub]\[Anime Time] K-On!! Specials (Season 2);0,16;9;9
\\192.168.0.99\Media\;Imagens;fotos;JogoBrasilcasajuliana;;\\192.168.0.99\Media\Imagens\fotos\JogoBrasilcasajuliana;0,15;5;5
\\192.168.0.99\Media\;Imagens;europa;0615Autoban;;\\192.168.0.99\Media\Imagens\europa\0615Autoban;0,15;12;12
\\192.168.0.99\Media\;Anime-Cartoon;Miraculous.Tales.of.Ladybug.and.Cat.Noir;Miraculous Contos de Paris;;\\192.168.0.99\Media\Anime-Cartoon\Miraculous.Tales.of.Ladybug.and.Cat.Noir\Miraculous Contos de Paris;0,15;5;5
\\192.168.0.99\Media\;Imagens;europa;0618Budapeste;;\\192.168.0.99\Media\Imagens\europa\0618Budapeste;0,14;11;11
\\192.168.0.99\Media\;Imagens;Imagensantigas;photos;2006;\\192.168.0.99\Media\Imagens\Imagensantigas\photos\2006\2006_05_04;0,13;2;2
\\192.168.0.99\Media\;Anime-Cartoon;Soredemo Ayumu wa Yosetekuru;;;\\192.168.0.99\Media\Anime-Cartoon\Soredemo Ayumu wa Yosetekuru;0,13;1;1
\\192.168.0.99\Media\;Imagens;Imagensantigas;photos;2006;\\192.168.0.99\Media\Imagens\Imagensantigas\photos\2006\2006_05_03;0,12;1;1
\\192.168.0.99\Media\;Imagens;Imagensantigas;photos;132CANON;\\192.168.0.99\Media\Imagens\Imagensantigas\photos\132CANON;0,12;3;3
\\192.168.0.99\Media\;Imagens;fotos;ferias;2006;\\192.168.0.99\Media\Imagens\fotos\ferias\2006\2006_04_25;0,1;3;3
\\192.168.0.99\Media\;Imagens;Imagensantigas;photos;2006;\\192.168.0.99\Media\Imagens\Imagensantigas\photos\2006\2006_04_25;0,1;3;3
\\192.168.0.99\Media\;Anime-Cartoon;K-On;K-On! (Season 01+02+Movie+OVA+Specials) [BD][Dual Audio][1080p][HEVC 10bit x265][AAC][Eng Sub];[Anime Time] K-On! The Movie;\\192.168.0.99\Media\Anime-Cartoon\K-On\K-On! (Season 01+02+Movie+OVA+Specials) [BD][Dual Audio][1080p][HEVC 10bit x265][AAC][Eng Sub]\[Anime Time] K-On! The Movie\NC;0,1;2;2
\\192.168.0.99\Media\;Imagens;fotos;ferias;2006;\\192.168.0.99\Media\Imagens\fotos\ferias\2006\2006_05_10;0,09;3;3
\\192.168.0.99\Media\;Imagens;Imagensantigas;photos;2006;\\192.168.0.99\Media\Imagens\Imagensantigas\photos\2006\2006_05_10;0,09;3;3
\\192.168.0.99\Media\;Imagens;fotos;sportsadventurefair2006;;\\192.168.0.99\Media\Imagens\fotos\sportsadventurefair2006;0,07;1;1
\\192.168.0.99\Media\;Anime-Cartoon;K-On;K-On! (Season 01+02+Movie+OVA+Specials) [BD][Dual Audio][1080p][HEVC 10bit x265][AAC][Eng Sub];[Anime Time] K-On!;\\192.168.0.99\Media\Anime-Cartoon\K-On\K-On! (Season 01+02+Movie+OVA+Specials) [BD][Dual Audio][1080p][HEVC 10bit x265][AAC][Eng Sub]\[Anime Time] K-On!\NC;0,07;2;2
\\192.168.0.99\Media\;series;TheMandalorian;The.Mandalorian.S01;The.Mandalorian.S01E04.1080p.WEBRiP.x264-PETRiFiED[rartv];\\192.168.0.99\Media\series\TheMandalorian\The.Mandalorian.S01\The.Mandalorian.S01E04.1080p.WEBRiP.x264-PETRiFiED[rartv]\Sample;0,06;1;1
\\192.168.0.99\Media\;filmes;OLD;Oblivion.2013.1080p.BluRay.x264-SPARKS;Sample;\\192.168.0.99\Media\filmes\OLD\Oblivion.2013.1080p.BluRay.x264-SPARKS\Sample;0,06;1;1
\\192.168.0.99\Media\;series;Andor;Andor.S01E02.1080p.WEB.h264-KOGi[rarbg];Sample;\\192.168.0.99\Media\series\Andor\Andor.S01E02.1080p.WEB.h264-KOGi[rarbg]\Sample;0,06;1;1
\\192.168.0.99\Media\;Imagens;europa;0614Munique;BMWMuseun;\\192.168.0.99\Media\Imagens\europa\0614Munique\BMWMuseun;0,05;8;8
\\192.168.0.99\Media\;series;TheMandalorian;The.Mandalorian.S01;The.Mandalorian.S01E05.1080p.WEBRiP.x264-PETRiFiED[rartv];\\192.168.0.99\Media\series\TheMandalorian\The.Mandalorian.S01\The.Mandalorian.S01E05.1080p.WEBRiP.x264-PETRiFiED[rartv]\Sample;0,05;1;1
\\192.168.0.99\Media\;Imagens;europa;0617Nurenberg;;\\192.168.0.99\Media\Imagens\europa\0617Nurenberg;0,05;2;2
\\192.168.0.99\Media\;filmes;2019;Hair.Love.2019.1080p.WEBRip.x264.AAC.HORiZON-ArtSubs;;\\192.168.0.99\Media\filmes\2019\Hair.Love.2019.1080p.WEBRip.x264.AAC.HORiZON-ArtSubs;0,05;1;1
\\192.168.0.99\Media\;Imagens;fotos;ferias;2006;\\192.168.0.99\Media\Imagens\fotos\ferias\2006\2006_05_04;0,05;1;1
\\192.168.0.99\Media\;Imagens;europa;0619Budapeste;;\\192.168.0.99\Media\Imagens\europa\0619Budapeste;0,04;7;7
\\192.168.0.99\Media\;Imagens;Imagensantigas;photos;133CANON;\\192.168.0.99\Media\Imagens\Imagensantigas\photos\133CANON;0,03;2;2
\\192.168.0.99\Media\;Imagens;LosAngeles;santamonica;;\\192.168.0.99\Media\Imagens\LosAngeles\santamonica;0,03;2;2
\\192.168.0.99\Media\;Imagens;europa;0616Stuttgart;Museu Mercedes;\\192.168.0.99\Media\Imagens\europa\0616Stuttgart\Museu Mercedes;0,02;2;2
\\192.168.0.99\Media\;filmes;OLD;The Last Airbender 2010 720p BRRip x264-HDLiTE;Sample;\\192.168.0.99\Media\filmes\OLD\The Last Airbender 2010 720p BRRip x264-HDLiTE\Sample;0,02;1;1
\\192.168.0.99\Media\;filmes;OLD;Due Date 2010 720p BRRip x264-HDLiTE;Sample;\\192.168.0.99\Media\filmes\OLD\Due Date 2010 720p BRRip x264-HDLiTE\Sample;0,02;1;1
\\192.168.0.99\Media\;Imagens;fotos;Jogobrasilcasamae;;\\192.168.0.99\Media\Imagens\fotos\Jogobrasilcasamae;0,01;1;1
\\192.168.0.99\Media\;Imagens;Imagensantigas;photos;131CANON;\\192.168.0.99\Media\Imagens\Imagensantigas\photos\131CANON;0,01;1;1
\\192.168.0.99\Media\;Imagens;;;;\\192.168.0.99\Media\Imagens;0,01;1;1
\\192.168.0.99\Media\;Imagens;europa;0616Stuttgart;MuseuPorche;\\192.168.0.99\Media\Imagens\europa\0616Stuttgart\MuseuPorche;0,0;2;2
