Raiz;Categoria (Nível 1);Subpasta (Nível 2);Subpasta (Nível 3);Subpasta (Nível 4);Caminho Completo;Oportunidade (GB);Pendentes;Total de Arquivos
\\192.168.0.99\Media\;filmes;OLD;Bicentennial.Man.1999.1080p.WEBRip.x264-RARBG;;\\192.168.0.99\Media\filmes\OLD\Bicentennial.Man.1999.1080p.WEBRip.x264-RARBG;2,5;1;1
\\192.168.0.99\Media\;series;TheMandalorian;The.Mandalorian.S01;The.Mandalorian.S01E04.1080p.WEBRiP.x264-PETRiFiED[rartv];\\192.168.0.99\Media\series\TheMandalorian\The.Mandalorian.S01\The.Mandalorian.S01E04.1080p.WEBRiP.x264-PETRiFiED[rartv];2,49;1;1
\\192.168.0.99\Media\;filmes;OLD;Conan.The.Barbarian.1982.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\Conan.The.Barbarian.1982.1080p.BluRay.H264.AAC-RARBG;2,48;2;2
\\192.168.0.99\Media\;filmes;2018;The.Hurricane.Heist.2018.720p.KORSUB.HDRip.x264.AAC2.0-STUTTERSHIT;;\\192.168.0.99\Media\filmes\2018\The.Hurricane.Heist.2018.720p.KORSUB.HDRip.x264.AAC2.0-STUTTERSHIT;2,48;1;1
\\192.168.0.99\Media\;filmes;Tomorrowland.2015.1080p.BluRay.H264.AAC-RARBG;;;\\192.168.0.99\Media\filmes\Tomorrowland.2015.1080p.BluRay.H264.AAC-RARBG;2,48;2;2
\\192.168.0.99\Media\;filmes;THE.HUNGER.GAMES.THE.BALLAD.OF.SONGBIRDS.AND.SNAKES.1080p.WEB.DL-MassModz;;;\\192.168.0.99\Media\filmes\THE.HUNGER.GAMES.THE.BALLAD.OF.SONGBIRDS.AND.SNAKES.1080p.WEB.DL-MassModz;2,47;1;1
\\192.168.0.99\Media\;filmes;OLD;Stargate.1994.EXTENDED.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\Stargate.1994.EXTENDED.1080p.BluRay.H264.AAC-RARBG;2,47;1;1
\\192.168.0.99\Media\;filmes;Franquias;The_Girl_With_The_Dragon_Tatoo;The.Girl.Who.Played.with.Fire.2009.SWEDISH.1080p.BluRay.H264.AAC-VXT;\\192.168.0.99\Media\filmes\Franquias\The_Girl_With_The_Dragon_Tatoo\The.Girl.Who.Played.with.Fire.2009.SWEDISH.1080p.BluRay.H264.AAC-VXT;2,46;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Shakugan_no_Shana;S02;;\\192.168.0.99\Media\Anime-Cartoon\Shakugan_no_Shana\S02;2,46;24;24
\\192.168.0.99\Media\;filmes;Franquias;Matrix;The.Matrix.Revolutions.2003.REMASTERED.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\Matrix\The.Matrix.Revolutions.2003.REMASTERED.1080p.BluRay.H264.AAC-RARBG;2,46;1;1
\\192.168.0.99\Media\;filmes;Franquias;DieHard;Live.Free.Or.Die.Hard.2007.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\DieHard\Live.Free.Or.Die.Hard.2007.1080p.BluRay.H264.AAC-RARBG;2,45;1;1
\\192.168.0.99\Media\;filmes;2016;The.Accountant.2016.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\2016\The.Accountant.2016.1080p.BluRay.H264.AAC-RARBG;2,44;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Karakai Jouzu no Takagi-san;S02;;\\192.168.0.99\Media\Anime-Cartoon\Karakai Jouzu no Takagi-san\S02;2,43;13;13
\\192.168.0.99\Media\;filmes;Jupiter.Ascending.2015.1080p.BluRay.H264.AAC-RARBG;;;\\192.168.0.99\Media\filmes\Jupiter.Ascending.2015.1080p.BluRay.H264.AAC-RARBG;2,43;1;1
\\192.168.0.99\Media\;filmes;Franquias;StarWars;Star.Wars.Episode.V.The.Empire.Strikes.Back.1980.PROPER.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\StarWars\Star.Wars.Episode.V.The.Empire.Strikes.Back.1980.PROPER.1080p.BluRay.H264.AAC-RARBG;2,43;1;1
\\192.168.0.99\Media\;filmes;Franquias;DieHard;Die.Hard.2.1990.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\DieHard\Die.Hard.2.1990.1080p.BluRay.H264.AAC-RARBG;2,42;1;1
\\192.168.0.99\Media\;filmes;Franquias;Marvel-DC;Doctor.Strange.in.the.Multiverse.of.Madness.2022.1080p.WEBRip.x264-RARBG;\\192.168.0.99\Media\filmes\Franquias\Marvel-DC\Doctor.Strange.in.the.Multiverse.of.Madness.2022.1080p.WEBRip.x264-RARBG;2,41;1;1
\\192.168.0.99\Media\;filmes;OLD;Philadelphia.1993.REMASTERED.1080p.BluRay.H264.AAC-LAMA[TGx];;\\192.168.0.99\Media\filmes\OLD\Philadelphia.1993.REMASTERED.1080p.BluRay.H264.AAC-LAMA[TGx];2,39;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Honzuki no Gekokujou_ Seasons_1-2-3+OVA;Honzuki no Gekokujou S3;;\\192.168.0.99\Media\Anime-Cartoon\Honzuki no Gekokujou_ Seasons_1-2-3+OVA\Honzuki no Gekokujou S3;2,39;10;10
\\192.168.0.99\Media\;filmes;Franquias;StarWars;Star.Wars.Episode.IV.A.New.Hope.1977.PROPER.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\StarWars\Star.Wars.Episode.IV.A.New.Hope.1977.PROPER.1080p.BluRay.H264.AAC-RARBG;2,38;1;1
\\192.168.0.99\Media\;series;Andor;Andor.S01E06.1080p.WEB.h264-KOGi[rarbg];;\\192.168.0.99\Media\series\Andor\Andor.S01E06.1080p.WEB.h264-KOGi[rarbg];2,36;1;1
\\192.168.0.99\Media\;filmes;Franquias;Marvel-DC;Captain.Marvel.2019.1080p.WEBRip.x264-RARBG;\\192.168.0.99\Media\filmes\Franquias\Marvel-DC\Captain.Marvel.2019.1080p.WEBRip.x264-RARBG;2,35;1;1
\\192.168.0.99\Media\;MBA-Empiricus;Módulo 1 - Fundamentos de Economia e Finanças;Macroeconomia - Rodolfo Olivo;;\\192.168.0.99\Media\MBA-Empiricus\Módulo 1 - Fundamentos de Economia e Finanças\Macroeconomia - Rodolfo Olivo;2,32;9;9
\\192.168.0.99\Media\;filmes;2019;Alita.Battle.Angel.2019.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\2019\Alita.Battle.Angel.2019.1080p.BluRay.H264.AAC-RARBG;2,32;1;1
\\192.168.0.99\Media\;series;TheMandalorian;The.Mandalorian.S01;The.Mandalorian.S01E03.1080p.WEBRiP.x264-PETRiFiED[rartv];\\192.168.0.99\Media\series\TheMandalorian\The.Mandalorian.S01\The.Mandalorian.S01E03.1080p.WEBRiP.x264-PETRiFiED[rartv];2,31;1;1
\\192.168.0.99\Media\;filmes;OLD;Remo.Williams.The.Adventure.Begins.1985.ARROW.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\Remo.Williams.The.Adventure.Begins.1985.ARROW.1080p.BluRay.H264.AAC-RARBG;2,31;1;1
\\192.168.0.99\Media\;filmes;Franquias;escalada;Everest.2015.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\escalada\Everest.2015.1080p.BluRay.H264.AAC-RARBG;2,31;1;1
\\192.168.0.99\Media\;series;Obi-Wan.Kenobi.S01;Obi-Wan.Kenobi.S01E06.1080p.WEB.h264-KOGi[rarbg];;\\192.168.0.99\Media\series\Obi-Wan.Kenobi.S01\Obi-Wan.Kenobi.S01E06.1080p.WEB.h264-KOGi[rarbg];2,31;1;1
\\192.168.0.99\Media\;filmes;Franquias;Marvel-DC;Spiderman.2002.REMASTERED.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\Marvel-DC\Spiderman.2002.REMASTERED.1080p.BluRay.H264.AAC-RARBG;2,31;1;1
\\192.168.0.99\Media\;filmes;Franquias;Marvel-DC;Hellboy.2019.1080p.WEBRip.x264-RARBG;\\192.168.0.99\Media\filmes\Franquias\Marvel-DC\Hellboy.2019.1080p.WEBRip.x264-RARBG;2,3;1;1
\\192.168.0.99\Media\;filmes;Asian;71.Into.The.Fire.2010.KOREAN.1080p.BluRay.H264.AAC-VXT;;\\192.168.0.99\Media\filmes\Asian\71.Into.The.Fire.2010.KOREAN.1080p.BluRay.H264.AAC-VXT;2,29;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Shakugan_no_Shana;S01;;\\192.168.0.99\Media\Anime-Cartoon\Shakugan_no_Shana\S01;2,29;24;24
\\192.168.0.99\Media\;filmes;Asian;The.Host.2006.KOREAN.1080p.BluRay.H264.AAC-VXT;;\\192.168.0.99\Media\filmes\Asian\The.Host.2006.KOREAN.1080p.BluRay.H264.AAC-VXT;2,28;1;1
\\192.168.0.99\Media\;filmes;2023;The.Bricklayer.2023.1080p.WebRip.X264.Will1869;;\\192.168.0.99\Media\filmes\2023\The.Bricklayer.2023.1080p.WebRip.X264.Will1869;2,28;1;1
\\192.168.0.99\Media\;filmes;Asian;A.Girl.At.My.Door.2014.KOREAN.1080p.BluRay.H264.AAC-VXT;;\\192.168.0.99\Media\filmes\Asian\A.Girl.At.My.Door.2014.KOREAN.1080p.BluRay.H264.AAC-VXT;2,27;1;1
\\192.168.0.99\Media\;filmes;American Ultra 2015 BluRay 1080p.H264 Ita Eng AC3 5.1 Sub Ita Eng MIRCrew;;;\\192.168.0.99\Media\filmes\American Ultra 2015 BluRay 1080p.H264 Ita Eng AC3 5.1 Sub Ita Eng MIRCrew;2,26;1;1
\\192.168.0.99\Media\;series;Andor;Andor.S01E08.1080p.WEB.H264-GGEZ[rarbg];;\\192.168.0.99\Media\series\Andor\Andor.S01E08.1080p.WEB.H264-GGEZ[rarbg];2,26;1;1
\\192.168.0.99\Media\;Anime-Cartoon;X-MenEvolution;Lowres;;\\192.168.0.99\Media\Anime-Cartoon\X-MenEvolution\Lowres;2,25;18;18
\\192.168.0.99\Media\;filmes;OLD;Robocop.2014.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\Robocop.2014.1080p.BluRay.H264.AAC-RARBG;2,24;1;1
\\192.168.0.99\Media\;Anime-Cartoon;ZeroNoTsukaima;S04;8bit;\\192.168.0.99\Media\Anime-Cartoon\ZeroNoTsukaima\S04\8bit;2,23;12;12
\\192.168.0.99\Media\;Anime-Cartoon;Nazo no Kanojo X;;;\\192.168.0.99\Media\Anime-Cartoon\Nazo no Kanojo X;2,22;14;14
\\192.168.0.99\Media\;filmes;Asian;Air.Doll.2009.JAPANESE.1080p.BluRay.H264.AAC-VXT;;\\192.168.0.99\Media\filmes\Asian\Air.Doll.2009.JAPANESE.1080p.BluRay.H264.AAC-VXT;2,22;1;1
\\192.168.0.99\Media\;filmes;2017;The.Post.2017.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\2017\The.Post.2017.1080p.BluRay.H264.AAC-RARBG;2,22;1;1
\\192.168.0.99\Media\;filmes;2016;Passengers.2016.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\2016\Passengers.2016.1080p.BluRay.H264.AAC-RARBG;2,21;1;1
\\192.168.0.99\Media\;filmes;2023;Kandahar (2023) 1080p WEBRip 5.1-LAMA;;\\192.168.0.99\Media\filmes\2023\Kandahar (2023) 1080p WEBRip 5.1-LAMA;2,21;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Paripi Koumei;;;\\192.168.0.99\Media\Anime-Cartoon\Paripi Koumei;2,21;12;12
\\192.168.0.99\Media\;filmes;2023;Elemental 2023 V3 Dual Audio 1080p HDTS X264 Will1869;;\\192.168.0.99\Media\filmes\2023\Elemental 2023 V3 Dual Audio 1080p HDTS X264 Will1869;2,21;3;3
\\192.168.0.99\Media\;filmes;2016;Assassins.Creed.2016.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\2016\Assassins.Creed.2016.1080p.BluRay.H264.AAC-RARBG;2,2;1;1
\\192.168.0.99\Media\;filmes;Franquias;Taken;Taken.3.2014.EXTENDED.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\Taken\Taken.3.2014.EXTENDED.1080p.BluRay.H264.AAC-RARBG;2,19;1;1
\\192.168.0.99\Media\;filmes;Elite.Squad.The.Enemy.Within.2010.PORTUGUESE.1080p.BluRay.H264.AAC-VXT;;;\\192.168.0.99\Media\filmes\Elite.Squad.The.Enemy.Within.2010.PORTUGUESE.1080p.BluRay.H264.AAC-VXT;2,19;1;1
\\192.168.0.99\Media\;filmes;OLD;Elite.Squad.The.Enemy.Within.2010.PORTUGUESE.1080p.BluRay.H264.AAC-VXT;;\\192.168.0.99\Media\filmes\OLD\Elite.Squad.The.Enemy.Within.2010.PORTUGUESE.1080p.BluRay.H264.AAC-VXT;2,19;1;1
\\192.168.0.99\Media\;filmes;Elite.Squad.2007.PORTUGUESE.1080p.BluRay.H264.AAC-VXT;;;\\192.168.0.99\Media\filmes\Elite.Squad.2007.PORTUGUESE.1080p.BluRay.H264.AAC-VXT;2,19;1;1
\\192.168.0.99\Media\;filmes;OLD;Life.as.We.Know.It.2010.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\Life.as.We.Know.It.2010.1080p.BluRay.H264.AAC-RARBG;2,19;1;1
\\192.168.0.99\Media\;filmes;OLD;The.Secret.Life.of.Walter.Mitty.2013.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\The.Secret.Life.of.Walter.Mitty.2013.1080p.BluRay.H264.AAC-RARBG;2,18;1;1
\\192.168.0.99\Media\;series;Cleaning.Up.S01;Cleaning.Up.S01E01.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];;\\192.168.0.99\Media\series\Cleaning.Up.S01\Cleaning.Up.S01E01.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];2,17;1;1
\\192.168.0.99\Media\;Anime-Cartoon;ZeroNoTsukaima;S03;8bit;\\192.168.0.99\Media\Anime-Cartoon\ZeroNoTsukaima\S03\8bit;2,17;13;13
\\192.168.0.99\Media\;filmes;OLD;The.Debt.2010.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\The.Debt.2010.1080p.BluRay.H264.AAC-RARBG;2,16;1;1
\\192.168.0.99\Media\;filmes;OLD;Edge.of.Tomorrow.2014.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\Edge.of.Tomorrow.2014.1080p.BluRay.H264.AAC-RARBG;2,16;1;1
\\192.168.0.99\Media\;filmes;2017;Bleeding.Steel.2017.1080p.HC.WEBRip.x264.AAC2.0-SHITBOX;;\\192.168.0.99\Media\filmes\2017\Bleeding.Steel.2017.1080p.HC.WEBRip.x264.AAC2.0-SHITBOX;2,16;1;1
\\192.168.0.99\Media\;filmes;Franquias;Godzilla;Godzilla.vs.Kong.2021.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\Godzilla\Godzilla.vs.Kong.2021.1080p.BluRay.H264.AAC-RARBG;2,15;1;1
\\192.168.0.99\Media\;filmes;OLD;Prisoners - Hugh Jackman Mystery 2013 Eng Rus Multi Subs 720p [H264-mp4];;\\192.168.0.99\Media\filmes\OLD\Prisoners - Hugh Jackman Mystery 2013 Eng Rus Multi Subs 720p [H264-mp4];2,15;1;1
\\192.168.0.99\Media\;filmes;OLD;The.Captive.2014.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\The.Captive.2014.1080p.BluRay.H264.AAC-RARBG;2,13;1;1
\\192.168.0.99\Media\;filmes;Asian;Tokyo.2008.JAPANESE.1080p.BluRay.H264.AAC-VXT;;\\192.168.0.99\Media\filmes\Asian\Tokyo.2008.JAPANESE.1080p.BluRay.H264.AAC-VXT;2,13;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Watashi no Shiawase na Kekkon 2nd Season;;;\\192.168.0.99\Media\Anime-Cartoon\Watashi no Shiawase na Kekkon 2nd Season;2,13;2;2
\\192.168.0.99\Media\;series;Cleaning.Up.S01;Cleaning.Up.S01E04.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];;\\192.168.0.99\Media\series\Cleaning.Up.S01\Cleaning.Up.S01E04.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];2,12;1;1
\\192.168.0.99\Media\;series;Cleaning.Up.S01;Cleaning.Up.S01E03.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];;\\192.168.0.99\Media\series\Cleaning.Up.S01\Cleaning.Up.S01E03.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];2,11;1;1
\\192.168.0.99\Media\;filmes;2023;The.Flash.2023.1080p.WEBRip.DD5.1.x264-GalaxyRG[TGx];;\\192.168.0.99\Media\filmes\2023\The.Flash.2023.1080p.WEBRip.DD5.1.x264-GalaxyRG[TGx];2,11;1;1
\\192.168.0.99\Media\;Anime-Cartoon;ZeroNoTsukaima;S01;8bits;\\192.168.0.99\Media\Anime-Cartoon\ZeroNoTsukaima\S01\8bits;2,1;13;13
\\192.168.0.99\Media\;series;Cleaning.Up.S01;Cleaning.Up.S01E11.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];;\\192.168.0.99\Media\series\Cleaning.Up.S01\Cleaning.Up.S01E11.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];2,08;1;1
\\192.168.0.99\Media\;filmes;OLD;The.Devil.Wears.Prada.2006.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\The.Devil.Wears.Prada.2006.1080p.BluRay.H264.AAC-RARBG;2,08;1;1
\\192.168.0.99\Media\;filmes;OLD;Law.Abiding.Citizen.2009.REMASTERED.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\Law.Abiding.Citizen.2009.REMASTERED.1080p.BluRay.H264.AAC-RARBG;2,08;1;1
\\192.168.0.99\Media\;filmes;2023;Knights Of The Zodiac (2023) 1080p WEBRip 5.1-LAMA;;\\192.168.0.99\Media\filmes\2023\Knights Of The Zodiac (2023) 1080p WEBRip 5.1-LAMA;2,08;1;1
\\192.168.0.99\Media\;filmes;Franquias;Terminator;Terminator.3.Rise.of.the.Machines.2003.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\Terminator\Terminator.3.Rise.of.the.Machines.2003.1080p.BluRay.H264.AAC-RARBG;2,08;1;1
\\192.168.0.99\Media\;Anime-Cartoon;ZeroNoTsukaima;S04;8bit;\\192.168.0.99\Media\Anime-Cartoon\ZeroNoTsukaima\S04\8bit\OLD;2,06;12;12
\\192.168.0.99\Media\;Anime-Cartoon;michiko-to-hatchin;;;\\192.168.0.99\Media\Anime-Cartoon\michiko-to-hatchin;2,06;22;22
\\192.168.0.99\Media\;series;Cleaning.Up.S01;Cleaning.Up.S01E13.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];;\\192.168.0.99\Media\series\Cleaning.Up.S01\Cleaning.Up.S01E13.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];2,06;1;1
\\192.168.0.99\Media\;filmes;Franquias;Predator;Predator.2.1990.REMASTERED.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\Predator\Predator.2.1990.REMASTERED.1080p.BluRay.H264.AAC-RARBG;2,06;1;1
\\192.168.0.99\Media\;filmes;2016;Skiptrace.2016.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\2016\Skiptrace.2016.1080p.BluRay.H264.AAC-RARBG;2,05;1;1
\\192.168.0.99\Media\;filmes;Franquias;Marvel-DC;X-Men;\\192.168.0.99\Media\filmes\Franquias\Marvel-DC\X-Men\X-Men.Origins.Wolverine.2009.1080p.BluRay.H264.AAC-RARBG;2,05;1;1
\\192.168.0.99\Media\;filmes;2016;Hacker.2016.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\2016\Hacker.2016.1080p.BluRay.H264.AAC-RARBG;2,05;1;1
\\192.168.0.99\Media\;series;Andor;Andor.S01E04.1080p.WEB.h264-KOGi[rarbg];;\\192.168.0.99\Media\series\Andor\Andor.S01E04.1080p.WEB.h264-KOGi[rarbg];2,05;1;1
\\192.168.0.99\Media\;filmes;OLD;The.Housemaid.2010.KOREAN.1080p.BluRay.H264.AAC-VXT;;\\192.168.0.99\Media\filmes\OLD\The.Housemaid.2010.KOREAN.1080p.BluRay.H264.AAC-VXT;2,05;1;1
\\192.168.0.99\Media\;filmes;Asian;Miss.and.Mrs.Cops.2019.KOREAN.1080p.BluRay.H264.AAC-VXT;;\\192.168.0.99\Media\filmes\Asian\Miss.and.Mrs.Cops.2019.KOREAN.1080p.BluRay.H264.AAC-VXT;2,04;1;1
\\192.168.0.99\Media\;filmes;Franquias;Terminator;The.Terminator.1984.REMASTERED.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\Terminator\The.Terminator.1984.REMASTERED.1080p.BluRay.H264.AAC-RARBG;2,04;1;1
\\192.168.0.99\Media\;series;Andor;Andor.S01E03.1080p.WEB.h264-KOGi[rarbg];;\\192.168.0.99\Media\series\Andor\Andor.S01E03.1080p.WEB.h264-KOGi[rarbg];2,03;1;1
\\192.168.0.99\Media\;filmes;Franquias;Predator;Predator.1987.NEW.REMASTERED.1080p.BluRay.H264.AAC-RARBG;\\192.168.0.99\Media\filmes\Franquias\Predator\Predator.1987.NEW.REMASTERED.1080p.BluRay.H264.AAC-RARBG;2,03;1;1
\\192.168.0.99\Media\;filmes;2017;Cold.Skin.2017.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\2017\Cold.Skin.2017.1080p.BluRay.H264.AAC-RARBG;2,03;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Solo Leveing;;;\\192.168.0.99\Media\Anime-Cartoon\Solo Leveing;2,03;2;2
\\192.168.0.99\Media\;filmes;OLD;Contagion.2011.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\Contagion.2011.1080p.BluRay.H264.AAC-RARBG;2,03;1;1
\\192.168.0.99\Media\;Anime-Cartoon;ZeroNoTsukaima;S02;8bit;\\192.168.0.99\Media\Anime-Cartoon\ZeroNoTsukaima\S02\8bit;2,03;12;12
\\192.168.0.99\Media\;series;TheMandalorian;The.Mandalorian.S01;The.Mandalorian.S01E05.1080p.WEBRiP.x264-PETRiFiED[rartv];\\192.168.0.99\Media\series\TheMandalorian\The.Mandalorian.S01\The.Mandalorian.S01E05.1080p.WEBRiP.x264-PETRiFiED[rartv];2,02;1;1
\\192.168.0.99\Media\;series;Andor;Andor.S01E09.REPACK.1080p.WEB.H264-GGEZ[rarbg];;\\192.168.0.99\Media\series\Andor\Andor.S01E09.REPACK.1080p.WEB.H264-GGEZ[rarbg];2,02;1;1
\\192.168.0.99\Media\;filmes;OLD;Think.Like.A.Man.Too.2014.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\Think.Like.A.Man.Too.2014.1080p.BluRay.H264.AAC-RARBG;2,01;1;1
\\192.168.0.99\Media\;Anime-Cartoon;Gun x Sword [MKV][PT-BR];;;\\192.168.0.99\Media\Anime-Cartoon\Gun x Sword [MKV][PT-BR];2,01;26;26
\\192.168.0.99\Media\;Anime-Cartoon;Paripi Koumei;erai;;\\192.168.0.99\Media\Anime-Cartoon\Paripi Koumei\erai;1,99;11;11
\\192.168.0.99\Media\;filmes;OLD;Rouge Trader;;\\192.168.0.99\Media\filmes\OLD\Rouge Trader;1,99;1;1
\\192.168.0.99\Media\;filmes;2021;The.Protege.2021.1080p.WEBRip.x264-RARBG;;\\192.168.0.99\Media\filmes\2021\The.Protege.2021.1080p.WEBRip.x264-RARBG;1,99;1;1
\\192.168.0.99\Media\;filmes;2017;Get.Out.2017.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\2017\Get.Out.2017.1080p.BluRay.H264.AAC-RARBG;1,98;1;1
\\192.168.0.99\Media\;filmes;OLD;Doubt.2008.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\Doubt.2008.1080p.BluRay.H264.AAC-RARBG;1,98;1;1
\\192.168.0.99\Media\;series;Cleaning.Up.S01;Cleaning.Up.S01E14.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];;\\192.168.0.99\Media\series\Cleaning.Up.S01\Cleaning.Up.S01E14.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];1,97;1;1
\\192.168.0.99\Media\;series;Andor;Andor.S01E07.1080P.WEB.H264-POKE[rarbg];;\\192.168.0.99\Media\series\Andor\Andor.S01E07.1080P.WEB.H264-POKE[rarbg];1,97;1;1
\\192.168.0.99\Media\;series;Cleaning.Up.S01;Cleaning.Up.S01E08.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];;\\192.168.0.99\Media\series\Cleaning.Up.S01\Cleaning.Up.S01E08.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];1,96;1;1
\\192.168.0.99\Media\;filmes;2017;A fantastic Woman;;\\192.168.0.99\Media\filmes\2017\A fantastic Woman;1,95;1;1
\\192.168.0.99\Media\;Anime-Cartoon;ZeroNoTsukaima;S03;8bit;\\192.168.0.99\Media\Anime-Cartoon\ZeroNoTsukaima\S03\8bit\Old;1,95;13;13
\\192.168.0.99\Media\;filmes;OLD;Hancock.2008.EXTENDED.CUT.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\Hancock.2008.EXTENDED.CUT.1080p.BluRay.H264.AAC-RARBG;1,95;1;1
\\192.168.0.99\Media\;filmes;2018;Peppermint.2018.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\2018\Peppermint.2018.1080p.BluRay.H264.AAC-RARBG;1,94;1;1
\\192.168.0.99\Media\;series;Cleaning.Up.S01;Cleaning.Up.S01E02.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];;\\192.168.0.99\Media\series\Cleaning.Up.S01\Cleaning.Up.S01E02.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];1,94;1;1
\\192.168.0.99\Media\;series;Cleaning.Up.S01;Cleaning.Up.S01E05.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];;\\192.168.0.99\Media\series\Cleaning.Up.S01\Cleaning.Up.S01E05.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];1,94;1;1
\\192.168.0.99\Media\;filmes;2017;Human.2017.1080p.AMZN.WEBRip.DDP2.0.x264-NTG;;\\192.168.0.99\Media\filmes\2017\Human.2017.1080p.AMZN.WEBRip.DDP2.0.x264-NTG;1,94;1;1
\\192.168.0.99\Media\;series;Cleaning.Up.S01;Cleaning.Up.S01E07.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];;\\192.168.0.99\Media\series\Cleaning.Up.S01\Cleaning.Up.S01E07.KOREAN.1080p.WEBRip.AAC2.0.x264-AppleTor[rartv];1,94;1;1
\\192.168.0.99\Media\;filmes;OLD;Conan.The.Destroyer.1984.1080p.BluRay.H264.AAC-RARBG;;\\192.168.0.99\Media\filmes\OLD\Conan.The.Destroyer.1984.1080p.BluRay.H264.AAC-RARBG;1,93;1;1
